inference_time,cpu_usage,ram_usage,disk_usage
140.2275586631149,0.0,3761.0625,-1.0
,25.7,3776.640625,53.953327240372175
,29.2,3778.375,23.98033298454323
,28.0,3801.09375,19.581365728981048
,27.0,3800.53125,10.790672044952634
,26.5,3804.546875,1.5986343475560865
,26.9,3808.46875,7.993442403502085
,27.0,3805.796875,0.39967276350226266
,27.6,3805.796875,3.597032639038742
,26.6,3820.328125,1.5986438718020288
,26.4,3820.765625,0.7993410162012478
,27.2,3821.203125,7.193962782138187
,28.7,3821.28125,12.389691974716332
,27.4,3821.734375,3.5970358992499563
,26.1,3821.515625,1.598651858347206
,36.4,3822.578125,10.790946773936486
,26.4,3822.5625,1.1989567481059757
,27.2,3822.78125,4.796001098450808
,26.4,3822.5625,1.9981964741452851
,26.3,3822.78125,1.19898019774328
,27.6,3823.640625,8.392681246794256
,27.5,3823.84375,1.5985513222107253
,27.9,3824.03125,5.1950844692019365
,26.7,3824.25,5.1954478107379
,29.4,3831.890625,3.9956980954090677
,26.5,3832.109375,0.3996597772302702
,27.9,3831.40625,12.788756751097882
,29.3,3836.640625,10.383393807330531
,30.0,3853.9375,3.19641709800191
,28.1,3854.546875,1.59857734911973
,27.3,3855.34375,2.397861011854587
,26.1,3855.375,1.5985974019193414
,27.1,3855.0,2.397906131863731
,26.6,3855.75,0.7991216581379886
,26.2,3855.5,2.7975239731188726
,26.6,3855.71875,1.5986437219272291
,28.1,3855.515625,15.984551169079966
,25.7,3865.390625,33.85133951300233
,22.4,3865.421875,50.50050550389395
,26.0,3866.9375,72.18937010909669
,18.9,3867.21875,59.26812227583069
,26.1,3867.796875,11.586790143933062
,24.5,3869.28125,49.718640439785126
,10.8,3867.578125,99.99576249441773
,25.8,3870.234375,68.79371622261942
,21.6,3871.75,46.714087578842154
,8.9,3870.09375,100.0
,21.2,3871.859375,93.96303022353355
,23.6,3870.796875,86.22053519022924
,13.2,3871.15625,100.0
,23.6,3871.59375,23.816559243897153
,2.5,3871.4375,100.0
,17.5,3871.265625,100.0
,18.4,3871.875,44.599077985785875
,2.4,3869.859375,100.0
,23.0,3868.9375,100.0
,14.5,3870.296875,99.25761586773685
,24.1,3871.0625,88.30593484015735
,17.0,3870.765625,90.70362877068555
,15.8,3869.59375,63.06995297405356
,21.9,3871.328125,91.63334532050331
,5.4,3869.953125,100.0
,8.9,3869.640625,100.0
,28.2,3694.1875,100.0
,29.7,3017.890625,45.54942296732633
,27.7,3017.890625,7.992520432633977
,27.8,3018.1875,6.794000102431857
,26.4,3018.40625,2.7969518736162278
,26.6,3018.625,1.1989426585153944
,27.7,3019.0625,2.7968531567813213
,27.0,3018.828125,2.3976310805865664
,26.4,3019.265625,0.0
,30.8,3022.703125,12.387874019157257
,27.4,3022.890625,2.7969523901190247
,27.7,3022.171875,1.9977898392026276
,26.7,3022.828125,0.0
,26.8,3022.765625,0.798986641340191
,27.2,3022.53125,4.396054106588139
,38.5,3023.390625,10.790521659219577
,26.4,3023.390625,0.7993064777100202
,26.3,3024.015625,2.797350321783756
,27.3,3024.234375,0.7993015527023353
,26.6,3024.671875,2.397860339150454
,26.9,3024.21875,3.596143775847666
,26.8,3024.1875,0.0
,26.6,3024.34375,1.9981634137745306
,26.6,3024.09375,1.9982185004354966
,29.7,3024.984375,13.58854552189142
,30.8,3027.015625,1.1989842530052874
,26.7,3027.015625,1.1988386046049817
,26.8,3027.015625,3.196388056226186
,27.2,3026.875,0.39955373238693326
,27.0,3026.875,1.9977619356127603
,26.5,3026.734375,1.997510899690157
,26.4,3026.734375,1.5985844997793923
,27.1,3026.734375,1.1989271733727362
,27.1,3026.734375,1.598527508615944
,26.6,3026.6875,1.5985750063620026
,26.7,3026.671875,0.0
,27.2,3026.671875,5.195203061330048
,26.4,3026.671875,1.5985958571471806
,26.6,3026.671875,1.5985365574827093
,27.1,3026.671875,2.397310819136271
,26.4,3026.546875,1.9982949965959715
,27.1,3026.546875,0.0
,27.1,3026.546875,1.598234382612701
,27.4,3026.546875,2.7968312149436887
,26.6,3026.546875,1.598232696921856
,27.9,3026.53125,3.196453742373616
,26.4,3026.53125,2.3979093610819047
,26.7,3026.53125,3.1970694448311257
,26.5,3026.53125,1.9982534745485983
,26.8,3026.53125,0.7991147070083086
,26.9,3026.390625,1.5981330099646256
,26.8,3026.15625,2.397153316064605
,26.1,3026.15625,3.1904241234952604
,27.4,3026.15625,0.7989720696805078
,27.5,3026.203125,3.995503691965039
,26.5,3026.0,1.1989211160302344
,26.4,3026.0,0.7993106625360198
,27.7,3026.0,4.394971944968558
,27.3,3026.53125,10.390725042402025
,26.5,3026.671875,4.396157152104443
