inference_time,cpu_usage,ram_usage,disk_usage
3.4299737499968614,3.8,2824.4609375,-1.0
3.28118362999885,39.0,2832.89453125,15.94079442585277
32.860006439001154,24.3,2834.03515625,87.66638333907235
3.5051552369986894,27.8,2834.78515625,0.3627255179819982
2.1566817370003264,38.5,2835.640625,1.178768457065973
,41.5,2837.65234375,0.0
,41.8,2842.06640625,0.6342692464452845
,41.0,2843.3203125,0.0
,39.2,2843.09765625,0.0
,32.1,2841.84765625,0.0
,29.9,2844.18359375,0.0
,26.9,2839.24609375,16.59720773021755
,29.1,2839.51953125,0.5441963693848645
,30.5,2839.51953125,0.0
,28.7,2839.4921875,0.0
,26.9,2842.69140625,1.2699816797071295
,29.6,2842.8203125,38.63930168070641
,29.6,2842.8203125,0.6338444423715546
,31.3,2842.72265625,0.0
,26.6,2842.72265625,0.2720662292054013
,32.1,2842.72265625,0.0
,27.8,2842.921875,76.17439361666496
,25.0,2842.921875,0.0
,29.3,2842.921875,0.0
,29.6,2842.921875,0.0
,33.7,2842.921875,0.0
,28.8,2842.921875,0.0
,26.9,2842.921875,0.0
,29.1,2842.921875,0.0
,26.0,2844.9765625,8.798530252880003
,28.2,2844.9765625,0.0
,26.9,2845.22265625,0.0
,42.7,2850.77734375,17.503904318390465
,29.6,2850.21875,29.297904145237702
,31.7,2850.21875,0.0
,28.7,2850.4609375,0.0
,40.3,2854.02734375,6.707408055386856
,38.7,2854.52734375,0.6346956268286246
,39.0,2853.38671875,0.0
,39.2,2853.5546875,0.3628229179523761
,39.0,2851.2265625,1.4508871060183741
,38.3,2851.31640625,0.0
