inference_time,cpu_usage,ram_usage,disk_usage
6041.6364839710295,0.0,2479.765625,-1.0
,2.2,2492.796875,100.0
,1.0,2451.6875,95.57519266323636
,2.3,2455.0625,97.47330604989205
,2.2,2509.9375,99.92153005666505
,0.7,2434.890625,99.97508746514336
,3.2,2488.9375,99.98635294071308
,4.8,2493.90625,88.35248203451567
,2.4,2516.796875,87.39675953800072
,3.0,2571.6875,100.0
,1.5,2568.625,100.0
,1.3,2571.3125,100.0
,4.2,2620.765625,91.08137742552256
,1.3,2566.109375,90.17910360303443
,2.6,2619.0625,100.0
,1.0,2581.3125,99.68649605273482
,4.9,2692.609375,83.08616288597892
,1.2,2596.390625,87.70918187199113
,2.8,2654.390625,100.0
,2.3,2712.703125,99.85688300254475
,5.3,2755.71875,91.33625779550212
,4.3,2807.5625,99.71357594668582
,2.5,2861.328125,100.0
,4.3,2905.703125,87.87132561124523
,1.7,2952.6875,69.39507475155425
,0.9,2938.140625,100.0
,2.0,2892.796875,99.44165675193474
,0.5,2870.78125,93.8097728196919
,1.7,2929.109375,95.65039012920535
,0.0,2929.78125,94.56436381221532
,4.1,2875.546875,98.37826262203004
,2.5,2871.265625,99.81897647781189
,1.9,2880.421875,99.99895973974749
,1.0,2880.390625,75.81490363745814
,3.3,2927.328125,94.16511059832648
,4.4,2979.34375,99.71819519787563
,2.3,3035.125,99.84393204615665
,4.0,3086.84375,91.2421761154702
,3.7,3139.984375,99.50474367573524
,3.8,3191.890625,99.83043261657953
,4.3,3239.9375,87.93282460444347
,3.0,3291.171875,99.52422015239584
,3.7,3346.421875,99.94515590554238
,2.7,3404.671875,99.97414805558924
,6.2,3452.140625,89.87019759159033
,4.0,3501.34375,100.0
,3.5,3565.390625,93.0395465238789
,0.9,3490.328125,89.81475209550086
,3.0,3440.453125,94.04037969154973
,3.4,3498.203125,99.6896762142175
,1.0,3471.703125,97.4184950205547
,2.7,3492.859375,100.0
,0.7,3551.640625,77.42778760729027
,0.0,3477.5625,100.0
,4.3,3467.9375,89.10739428046772
,1.4,3487.28125,100.0
,1.5,3563.265625,84.67725109958025
,0.3,3475.890625,94.08379089719796
,2.3,3467.3125,99.95227076646971
,4.2,3513.96875,91.99942969510852
,4.5,3564.421875,100.0
,3.5,3618.4375,100.0
,3.5,3669.796875,91.86695653326214
,4.0,3724.15625,100.0
,4.0,3758.96875,99.90690942909892
,1.0,3818.328125,77.0855353713446
,2.0,3737.0625,94.79373586352673
,2.6,3830.15625,92.8600474993298
,1.1,3805.328125,95.86719581941715
,1.4,3778.125,100.0
,4.7,3829.265625,79.42040243800874
,1.3,3808.859375,97.45743978519708
,2.2,3743.296875,99.63571944586319
,2.8,3817.75,79.11355703270398
,0.3,3734.890625,95.09932197637805
,1.5,3790.671875,99.36051681477353
,0.2,3706.953125,100.0
,6.5,3756.484375,87.25591860718218
,1.5,3733.65625,99.91997207750829
,1.2,3750.453125,99.92285636181174
,2.3,3769.234375,99.80238691456519
,0.3,3745.875,79.78306664816714
,2.1,3797.328125,96.3228443682942
,6.7,3849.9375,95.01181683537766
,3.7,3881.734375,100.0
