inference_time,cpu_usage,ram_usage,disk_usage
4.321892808002303,8.7,2825.73828125,-1.0
3.435877680996782,40.8,2835.33984375,27.227972530515153
6.609732459000952,57.0,2921.19140625,12.325994747854981
3.7175053309983923,25.3,2976.36328125,38.99723365855993
2.3378795239987085,38.6,2976.828125,0.0
,38.3,2976.8828125,0.0
,39.0,2980.4609375,0.0
,39.0,2978.4140625,1.8125586039265555
,38.7,2978.4140625,0.0
,39.5,2978.4140625,0.0
,39.2,2978.5234375,0.0
,29.6,2978.7265625,0.0
,28.2,2978.7265625,0.0
,31.1,2978.7265625,0.0
,50.0,2982.7578125,1.539823328952386
,35.4,2978.99609375,1.2688604504961674
,38.6,2979.2421875,0.0
,35.1,2979.2421875,0.27182322057354086
,37.0,2979.2421875,0.0
