inference_time,cpu_usage,ram_usage,disk_usage
3.3807048729977396,13.1,2840.796875,-1.0
3.2635047850017145,45.8,2849.61328125,15.780337398652911
33.29230894799912,31.7,2849.7421875,0.27208429326680666
3.6189200379994872,38.3,2849.90234375,0.27243452993739026
2.2271795369997562,38.2,2850.140625,0.0
,39.2,2852.41796875,0.0
,39.2,2854.80078125,0.0
,41.2,2854.30859375,0.0
,39.7,2854.6015625,0.0
,30.8,2854.35546875,0.0
,31.2,2852.08984375,15.418313860658472
,28.7,2852.01953125,0.0
,30.9,2851.98828125,0.0
,26.9,2851.98828125,0.0
,26.9,2851.98828125,0.0
,27.8,2851.90625,0.0
,27.3,2851.9609375,0.0
,32.1,2851.9609375,0.0
,31.7,2851.9609375,0.0
,38.8,2852.41796875,0.0
,28.9,2852.34765625,0.0
,27.6,2852.3125,0.0
,31.7,2852.28515625,32.38814040357259
,32.9,2852.28515625,0.0
,29.1,2851.8046875,0.0
,30.0,2851.99609375,0.0
,29.1,2851.99609375,0.0
,27.3,2851.96875,34.83135031169307
,30.4,2853.41015625,4.263493004249166
,31.2,2854.67578125,1.2698593853460098
,30.0,2854.49609375,0.0
,39.5,2857.33203125,20.863636972350847
,31.3,2857.8828125,6.9818420757636686
,29.1,2858.265625,0.0
,32.1,2858.8125,0.0
,29.9,2858.0390625,3.9008448210150557
,37.6,2859.58984375,0.9070215419194995
,40.0,2860.31640625,0.0
,40.5,2861.77734375,0.2719695455466493
,40.0,2861.52734375,0.6345820150497246
,42.2,2862.81640625,0.0
,39.0,2862.48828125,0.0
