inference_time,cpu_usage,ram_usage,disk_usage
128.0740614188835,0.0,2856.71875,-1.0
,23.6,2861.59375,17.9836253719852
,26.4,2865.078125,10.791436283117811
,25.0,2882.03125,3.1973323823765374
,25.1,2882.03125,0.0
,25.6,2885.0625,0.0
,25.1,2888.90625,5.59351673394657
,26.2,2892.03125,1.5986320552086424
,25.7,2892.15625,0.7993283922849398
,25.1,2892.359375,0.0
,24.8,2904.3125,0.0
,25.3,2904.296875,3.5969589946511364
,25.4,2904.5,0.7991570131790049
,25.1,2904.90625,0.0
,25.1,2904.90625,0.0
,25.2,2904.796875,0.0
,25.4,2904.796875,0.0
,26.1,2903.796875,11.590183404210256
,25.4,2903.796875,0.7993440694536684
,25.4,2904.671875,0.0
,25.3,2904.203125,1.5986472579386797
,25.2,2904.234375,2.397481546751268
,25.5,2904.90625,1.1987327464691302
,25.4,2904.359375,2.7976159805247596
,25.3,2903.859375,0.7993495716523124
,25.2,2904.75,0.7990645502405247
,25.2,2904.0,0.0
,25.2,2904.65625,0.0
,25.1,2903.90625,0.0
,25.2,2904.5625,0.0
,25.2,2903.8125,0.3996619694737952
,25.1,2904.46875,0.0
,25.0,2903.96875,0.0
,26.4,2904.625,0.0
,25.2,2904.125,0.0
,25.2,2904.78125,0.0
,25.2,2906.984375,1.1990252657163862
,25.1,2907.5625,0.0
,25.2,2907.0625,0.0
,25.5,2907.9375,0.7993171655963893
,25.3,2907.1875,0.0
,25.1,2907.84375,0.0
,25.2,2907.34375,0.7993486970751178
,25.2,2908.0,0.0
,25.1,2907.25,0.0
,25.3,2907.90625,0.0
,25.2,2907.40625,0.0
,25.4,2908.03125,0.0
,25.1,2907.53125,2.7970773223967536
,25.0,2907.5,0.0
,26.3,2906.75,0.0
,25.1,2907.40625,0.0
,25.2,2906.609375,0.0
,25.2,2906.609375,0.0
,25.3,2906.609375,0.7991299273166795
,25.4,2906.609375,0.0
,25.1,2906.609375,0.0
,25.1,2906.609375,0.0
,25.2,2906.609375,0.0
,25.4,2906.609375,0.0
,25.3,2906.609375,0.7991312723846957
,25.2,2906.609375,0.0
,25.2,2906.609375,0.3996526662483394
,25.2,2906.609375,0.0
,25.5,2906.703125,0.0
,25.0,2906.703125,0.0
,26.1,2906.703125,0.799136801206368
,25.2,2906.703125,0.0
,25.1,2906.703125,0.0
,25.0,2906.703125,0.0
,25.5,2906.953125,5.195446974386491
,25.4,2907.34375,1.1987062651314226
,25.2,2907.34375,0.7991321297587262
,25.3,2903.484375,1.9982835902030212
,25.1,2903.28125,0.799327989885221
,25.8,2902.8125,1.1987931282273803
,25.3,2902.859375,0.0
,25.2,2902.625,0.3996640536103859
,25.2,2902.625,0.7976168786718141
,25.2,2902.625,0.0
,25.1,2902.625,0.0
,25.3,2902.625,0.0
,25.1,2902.625,0.0
,26.0,2902.625,0.0
,25.2,2902.625,0.3996742962824259
,26.1,2902.453125,3.579453933819026
,25.8,2902.453125,3.996526950692237
,25.2,2902.21875,0.0
,25.5,2902.21875,0.0
,25.2,2902.21875,0.0
,25.4,2902.21875,0.7993029199172074
,25.1,2902.453125,0.0
,25.2,2902.453125,0.7991395791210375
,25.1,2902.453125,0.0
,25.2,2902.453125,0.0
,25.3,2902.453125,0.0
,25.4,2902.453125,0.7992858837088935
,25.1,2902.453125,0.0
,25.1,2902.453125,0.0
,26.4,2902.453125,0.0
,25.0,2902.453125,0.0
,27.3,2903.375,0.0
,25.2,2903.484375,0.799311468230691
,25.2,2903.484375,0.0
,25.1,2903.484375,0.0
,25.2,2903.484375,0.0
,25.2,2903.484375,0.0
,25.3,2903.484375,0.0
,25.2,2903.484375,1.1989748776069087
,25.9,2900.453125,0.0
,25.3,2900.046875,0.0
,25.0,2900.046875,0.0
,25.4,2900.046875,0.0
,25.1,2900.046875,0.0
,25.2,2900.046875,0.7991450036006151
,26.3,2900.046875,0.0
,25.2,2900.046875,0.0
,25.2,2900.046875,0.0
,25.2,2900.046875,0.0
,25.6,2900.046875,0.0
,25.1,2900.046875,0.7991691892931146
,25.2,2900.046875,0.0
,25.2,2900.046875,0.0
,25.2,2900.046875,0.0
,25.2,2900.046875,0.0
,25.2,2900.046875,0.0
,25.3,2900.046875,0.7992498001885291
,25.2,2900.046875,0.0
