inference_time,cpu_usage,ram_usage,disk_usage
6.385781710036099,0.0,2284.296875,-1.0
6.417681345017627,18.9,2314.15625,0.0
6.430088747991249,18.7,2312.359375,0.0
6.501226549968123,16.3,2310.71875,0.0
6.520950059057213,14.1,2314.484375,0.0
,21.1,2368.90625,0.7993010512240422
,25.6,2370.515625,0.0
,25.2,2373.03125,0.0
,18.3,2373.609375,0.0
,21.0,2379.4375,0.0
,13.2,2384.046875,0.0
,16.5,2444.515625,0.7993048238549167
,26.1,2444.140625,0.0
,25.7,2378.453125,0.0
,18.8,2384.71875,0.0
,18.6,2384.953125,0.0
,15.2,2382.015625,0.0
,12.3,2385.734375,0.7992335342287559
,25.5,2386.171875,5.190920773549021
,26.1,2418.765625,0.0
,22.8,2385.109375,0.0
,15.8,2382.484375,0.0
,17.4,2383.65625,0.0
,13.2,2386.109375,0.7993318935886861
,18.9,2387.90625,0.0
,27.1,2389.515625,0.0
,23.7,2384.109375,0.0
,17.2,2386.671875,0.0
,18.2,2386.921875,0.0
,18.1,2384.40625,0.7992117446657663
,15.9,2384.65625,0.0
,27.5,2386.28125,0.0
,25.8,2425.171875,0.0
