inference_time,cpu_usage,ram_usage,disk_usage
6.629600176936947,0.0,2255.109375,-1.0
6.583334031980485,22.7,2292.28125,0.0
6.656338084023446,15.9,2290.109375,0.0
6.669623387977481,18.9,2295.09375,0.0
6.778830036986619,13.5,2294.453125,4.796234921892212
,17.7,2352.0,18.38095374821837
,24.4,2352.859375,8.392943297308243
,27.2,2377.203125,0.0
,17.9,2383.4375,0.0
,20.3,2380.375,0.0
,15.7,2382.625,0.39967417564006685
,12.9,2383.578125,1.9983364466843831
,25.2,2383.578125,0.0
,27.0,2442.640625,0.0
,23.5,2382.5,0.0
,18.6,2378.875,0.0
,20.5,2374.640625,1.1990418552476199
,15.5,2376.859375,0.0
,19.5,2376.015625,0.0
,26.2,2378.125,0.0
,25.5,2377.203125,0.0
,23.4,2380.828125,0.0
,20.8,2381.796875,0.7992332284105872
,14.8,2377.828125,0.0
,15.2,2378.28125,0.0
,23.7,2377.890625,0.0
,25.3,2378.828125,0.0
,24.7,2383.109375,0.7990432878613816
,22.8,2385.109375,0.0
,20.2,2388.75,0.0
,18.9,2388.75,0.0
,17.5,2386.140625,0.0
,25.3,2386.359375,3.9912566253282296
,25.2,2396.65625,0.39911023364289955
