inference_time,cpu_usage,ram_usage
1.2720012664794922,62.7,25729.375
1.247767448425293,60.0,25729.06640625
1.0262129306793213,77.4,25679.41796875
0.7691950798034668,57.8,25699.0390625
0.7001709938049316,57.5,25668.546875
,51.9,25664.48046875
,62.4,25674.859375
,72.6,25676.26953125
,57.8,25676.76953125
