inference_time,cpu_usage,ram_usage,disk_usage
118.43770286184736,0.0,2842.578125,-1.0
,21.1,2847.625,24.378549630472246
,25.6,2848.171875,11.589935231702677
,24.7,2865.78125,2.7976208837820713
,25.4,2865.5,3.597087031616016
,25.1,2870.171875,1.9984280524419609
,26.0,2876.234375,3.597109855582517
,25.4,2876.21875,1.1990486435532723
,25.1,2874.453125,13.188067726213596
,25.4,2881.546875,0.0
,25.0,2881.984375,0.0
,25.1,2882.203125,0.0
,25.1,2882.65625,5.994326358302464
,25.2,2883.546875,0.7993960848822628
,26.4,2883.765625,0.0
,25.1,2883.984375,0.0
,25.2,2884.421875,4.796075467186894
,25.3,2884.25,0.0
,25.4,2884.90625,0.7993268611598912
,25.1,2885.125,0.0
,25.2,2885.5625,0.0
,25.1,2885.78125,0.7993432036285771
,25.3,2886.234375,2.397952582346383
,25.2,2886.421875,0.0
,25.3,2886.359375,0.3996535946547859
,25.0,2886.328125,0.0
,25.1,2886.515625,0.0
,25.4,2886.484375,0.0
,25.2,2886.671875,0.7991649262076085
,25.2,2886.765625,1.5987043889311274
,26.1,2886.703125,0.7993375666993507
,25.1,2886.921875,0.0
,25.2,2886.859375,0.0
,25.1,2886.78125,0.39966734805210785
,25.4,2886.75,0.0
,25.2,2883.84375,0.0
,25.0,2883.84375,3.996620381822701
,25.2,2884.28125,0.0
,25.6,2884.5,0.0
,37.1,2882.40625,3.9722509705927536
,26.1,2751.671875,3.1971191875808174
,25.1,2752.109375,0.0
,25.2,2752.546875,0.7991995935586022
,25.0,2752.765625,0.7993236611386373
,25.2,2752.859375,0.0
,25.3,2753.078125,0.0
,26.1,2753.515625,0.0
,25.2,2753.734375,0.0
,25.2,2754.171875,0.0
,25.1,2754.390625,0.7993222099897878
,25.1,2754.328125,0.0
,25.2,2754.296875,0.0
,25.4,2754.234375,0.3996672578640321
,25.2,2754.421875,0.0
,25.1,2754.140625,0.0
,25.1,2750.375,1.9978041276886773
,25.6,2750.25,0.0
,25.1,2750.46875,0.0
,25.2,2751.140625,0.0
,25.1,2751.359375,0.0
,25.4,2751.796875,0.0
,25.3,2751.9375,3.1973335546315678
,25.2,2752.046875,0.7991725040663742
,26.1,2752.265625,0.0
,25.1,2752.921875,0.0
,25.4,2753.140625,0.0
,26.2,2754.890625,1.5982827684738417
,25.2,2755.15625,1.1989659614498345
,27.3,2751.625,0.0
,25.2,2751.84375,0.0
,25.2,2752.515625,0.0
,25.1,2752.734375,0.0
,25.0,2753.171875,0.0
,25.0,2753.390625,0.7991526024566262
,25.6,2753.828125,0.7991506811217771
,25.1,2754.046875,0.0
,25.1,2754.484375,0.0
,25.2,2754.703125,0.0
,25.3,2755.140625,0.0
,26.2,2755.359375,0.7993146467705847
,25.2,2755.796875,0.0
,25.4,2756.015625,0.0
,25.1,2756.453125,0.0
,25.1,2754.921875,0.3996672469856793
,25.1,2755.359375,0.7993300719920228
,25.1,2755.078125,0.39966635933268296
,25.5,2755.484375,1.5980899227065994
,25.0,2755.40625,0.0
,25.3,2755.296875,3.596823264016503
,25.4,2755.1875,0.0
,25.4,2755.1875,0.3995734170094879
,25.0,2755.125,0.0
,25.1,2755.125,0.0
,25.4,2755.25,0.0
,25.0,2755.25,0.0
,25.4,2755.1875,0.0
,26.1,2755.1875,0.7993222163120548
,25.2,2755.125,0.0
,25.1,2755.09375,0.0
,25.2,2755.03125,0.0
,25.0,2755.25,0.0
,26.3,2755.40625,5.993535050356017
,25.7,2755.171875,2.7976565848815675
,25.2,2750.65625,0.0
,25.2,2750.875,0.0
,25.3,2751.53125,0.0
,25.0,2751.53125,0.0
,25.1,2751.75,0.0
,25.2,2752.1875,0.7990391050913407
,25.8,2753.078125,0.0
,25.3,2753.078125,0.0
,25.2,2753.515625,0.0
,26.2,2753.515625,5.194429125245493
,25.1,2753.953125,0.0
,25.4,2754.171875,0.7991661667449993
,25.3,2755.53125,0.7992968051393993
,25.4,2756.90625,0.0
,25.3,2758.015625,0.0
,25.7,2759.390625,0.0
